location,date,total_cases,new_cases,total_deaths,new_deaths
China,1/23/2020,643,95,18,1
China,1/24/2020,920,277,26,8
China,1/25/2020,1406,486,42,16
China,1/26/2020,2075,669,56,14
China,1/27/2020,2877,802,82,26
China,1/28/2020,5509,2632,131,49
China,1/29/2020,6087,578,133,2
China,1/30/2020,8141,2054,171,38
China,1/31/2020,9802,1661,213,42
China,2/1/2020,11891,2089,259,46
China,2/2/2020,16630,4739,361,102
China,2/3/2020,19716,3086,425,64
China,2/4/2020,23707,3991,491,66
China,2/5/2020,27440,3733,563,72
China,2/6/2020,30587,3147,633,70
China,2/7/2020,34110,3523,718,85
China,2/8/2020,36814,2704,805,87
China,2/9/2020,39829,3015,905,100
China,2/10/2020,42354,2525,1012,107
China,2/11/2020,44386,2032,1112,100
China,2/12/2020,44759,373,1117,5
China,2/13/2020,59895,15136,1369,252
China,2/14/2020,66358,6463,1521,152
China,2/15/2020,68413,2055,1663,142
China,2/16/2020,70513,2100,1766,103
China,2/17/2020,72434,1921,1864,98
China,2/18/2020,74211,1777,2003,139
China,2/19/2020,74619,408,2116,113
China,2/20/2020,75077,458,2238,122
China,2/21/2020,75550,473,2238,0
China,2/22/2020,77001,1451,2443,205
China,2/23/2020,77022,21,2445,2
China,2/24/2020,77241,219,2595,150
China,2/25/2020,77754,513,2665,70
China,2/26/2020,78166,412,2717,52
China,2/27/2020,78600,434,2746,29
China,2/28/2020,78928,328,2790,44
China,2/29/2020,79356,428,2837,47
China,3/1/2020,79932,576,2872,35
China,3/2/2020,80136,204,2914,42
China,3/3/2020,80261,125,2947,33
China,3/4/2020,80386,125,2983,36
China,3/5/2020,80537,151,3015,32
China,3/6/2020,80690,153,3044,29
China,3/7/2020,80770,80,3072,28
China,3/8/2020,80823,53,3100,28
China,3/9/2020,80860,37,3123,23
China,3/10/2020,80887,27,3139,16
China,3/11/2020,80921,34,3161,22
China,3/12/2020,80932,11,3172,11
China,3/13/2020,80945,13,3180,8
China,3/14/2020,80977,32,3193,13
China,3/15/2020,81003,26,3203,10
China,3/16/2020,81033,30,3217,14
China,3/17/2020,81058,25,3230,13
China,3/18/2020,81102,44,3241,11
China,3/19/2020,81156,54,3249,8
China,3/20/2020,81250,94,3253,4
China,3/21/2020,81305,55,3259,6
China,3/22/2020,81435,130,3274,15
China,3/23/2020,81498,63,3274,0
China,3/24/2020,81591,93,3281,7
China,3/25/2020,81661,70,3285,4
China,3/26/2020,81782,121,3291,6
China,3/27/2020,81897,115,3296,5
China,3/28/2020,81999,102,3299,3
China,3/29/2020,82122,123,3304,5
China,3/30/2020,82198,76,3308,4
China,3/31/2020,82279,81,3309,1
China,4/1/2020,82361,82,3316,7
China,4/2/2020,82432,71,3322,6
China,4/3/2020,82511,79,3326,4
China,4/4/2020,82543,32,3330,4
China,4/5/2020,82602,59,3333,3
China,4/6/2020,82665,63,3335,2
China,4/7/2020,82718,53,3335,0
China,4/8/2020,82809,91,3337,2
China,4/9/2020,82883,74,3339,2
China,4/10/2020,82941,58,3340,1
China,4/11/2020,83014,73,3343,3
China,4/12/2020,83134,120,3343,0
China,4/13/2020,83213,79,3345,2
China,4/14/2020,83306,93,3345,0
China,4/15/2020,83356,50,3346,1
China,4/16/2020,83403,47,3346,0
China,4/17/2020,83760,357,4636,1290
China,4/18/2020,83787,27,4636,0
China,4/19/2020,83805,18,4636,0
China,4/20/2020,83817,12,4636,0
China,4/21/2020,83853,36,4636,0
China,4/22/2020,83868,15,4636,0
China,4/23/2020,83884,16,4636,0
China,4/24/2020,83899,15,4636,0
China,4/25/2020,83909,10,4636,0
China,4/26/2020,83912,3,4637,1
China,4/27/2020,83918,6,4637,0
China,4/28/2020,83940,22,4637,0
China,4/29/2020,83944,4,4637,0
China,4/30/2020,83956,12,4637,0
China,5/1/2020,83959,3,4637,0
China,5/2/2020,83959,0,4637,0
China,5/3/2020,83964,5,4637,0
China,5/4/2020,83966,2,4637,0
China,5/5/2020,83968,2,4637,0
China,5/6/2020,83970,2,4637,0
China,5/7/2020,83975,5,4637,0
China,5/8/2020,83976,1,4637,0
China,5/9/2020,83990,14,4637,0
China,5/10/2020,84010,20,4637,0
China,5/11/2020,84011,1,4637,0
China,5/12/2020,84018,7,4637,0
China,5/13/2020,84024,6,4637,0
China,5/14/2020,84029,5,4637,0
China,5/15/2020,84038,9,4637,0
China,5/16/2020,84044,6,4638,1
China,5/17/2020,84054,10,4638,0
China,5/18/2020,84063,9,4638,0
China,5/19/2020,84063,0,4638,0
China,5/20/2020,84063,0,4638,0
China,5/21/2020,84063,0,4638,0
China,5/22/2020,84081,18,4638,0
China,5/23/2020,84084,3,4638,0
China,5/24/2020,84095,11,4638,0
China,5/25/2020,84102,7,4638,0
China,5/26/2020,84103,1,4638,0
China,5/27/2020,84106,3,4638,0
China,5/28/2020,84106,0,4638,0
China,5/29/2020,84123,17,4638,0
China,5/30/2020,84128,5,4638,0
China,5/31/2020,84146,18,4638,0
China,6/1/2020,84154,8,4638,0
China,6/2/2020,84161,7,4638,0
China,6/3/2020,84160,-1,4638,0
China,6/4/2020,84171,11,4638,0
China,6/5/2020,84177,6,4638,0
China,6/6/2020,84186,9,4638,0
China,6/7/2020,84191,5,4638,0
China,6/8/2020,84195,4,4638,0
China,6/9/2020,84198,3,4638,0
China,6/10/2020,84209,11,4638,0
China,6/11/2020,84216,7,4638,0
China,6/12/2020,84228,12,4638,0
China,6/13/2020,84286,58,4638,0
China,6/14/2020,84335,49,4638,0
China,6/15/2020,84378,43,4638,0
China,6/16/2020,84422,44,4638,0
China,6/17/2020,84458,36,4638,0
China,6/18/2020,84494,36,4638,0
China,6/19/2020,84494,0,4638,0
China,6/20/2020,84553,59,4639,1
China,6/21/2020,84572,19,4639,0
China,6/22/2020,84624,52,4639,0
China,6/23/2020,84653,29,4640,1
China,6/24/2020,84673,20,4640,0
China,6/25/2020,84701,28,4641,1
China,6/26/2020,84725,24,4641,0
China,6/27/2020,84743,18,4641,0
China,6/28/2020,84757,14,4641,0
China,6/29/2020,84780,23,4641,0
China,6/30/2020,84785,5,4641,0
China,7/1/2020,84816,31,4641,0
China,7/2/2020,84830,14,4641,0
China,7/3/2020,84838,8,4641,0
China,7/4/2020,84857,19,4641,0
China,7/5/2020,84871,14,4641,0
China,7/6/2020,84889,18,4641,0
China,7/7/2020,84917,28,4641,0
China,7/8/2020,84950,33,4641,0
China,7/9/2020,84992,42,4641,0
China,7/10/2020,84992,0,4641,0
China,7/11/2020,85071,79,4641,0
China,7/12/2020,85117,46,4641,0
China,7/13/2020,85117,0,4641,0
China,7/14/2020,85226,109,4642,1
China,7/15/2020,85246,20,4644,2
China,7/16/2020,85327,81,4644,0
China,7/17/2020,85402,75,4645,1
China,7/18/2020,85418,16,4646,1
China,7/19/2020,85503,85,4646,0
China,7/20/2020,85622,119,4646,0
China,7/21/2020,85708,86,4648,2
China,7/22/2020,85906,198,4648,0
China,7/23/2020,86045,139,4649,1
China,7/24/2020,86202,157,4650,1
China,7/25/2020,86381,179,4652,2
China,7/26/2020,86570,189,4652,0
China,7/27/2020,86783,213,4656,4
China,7/28/2020,86990,207,4657,1
China,7/29/2020,87213,223,4658,1
China,7/30/2020,87489,276,4659,1
China,7/31/2020,87655,166,4661,2
China,8/1/2020,87827,172,4667,6
China,8/2/2020,87985,158,4669,2
China,8/3/2020,88099,114,4672,3
China,8/4/2020,88206,107,4676,4
China,8/5/2020,88328,122,4677,1
China,8/6/2020,88460,132,4680,3
China,8/7/2020,88580,120,4681,1
China,8/8/2020,88672,92,4681,0
China,8/9/2020,88793,121,4686,5
China,8/10/2020,88906,113,4689,3
China,8/11/2020,88958,52,4693,4
China,8/12/2020,89045,87,4697,4
China,8/13/2020,89144,99,4700,3
China,8/14/2020,89214,70,4701,1
China,8/15/2020,89279,65,4703,2
China,8/16/2020,89375,96,4703,0
China,8/17/2020,89441,66,4703,0
China,8/18/2020,89494,53,4705,2
China,8/19/2020,89527,33,4706,1
China,8/20/2020,89567,40,4709,3
China,8/21/2020,89616,49,4709,0
China,8/22/2020,89654,38,4711,2
China,8/23/2020,89695,41,4711,0
China,8/24/2020,89718,23,4711,0
China,8/25/2020,89752,34,4712,1
China,8/26/2020,89784,32,4713,1
China,8/27/2020,89814,30,4715,2
China,8/28/2020,89836,22,4718,3
China,8/29/2020,89863,27,4721,3
China,8/30/2020,89895,32,4722,1
China,8/31/2020,89914,19,4723,1
China,9/1/2020,89933,19,4724,1
China,9/2/2020,89953,20,4727,3
China,9/3/2020,89986,33,4728,1
China,9/4/2020,90008,22,4728,0
China,9/5/2020,90025,17,4728,0
China,9/6/2020,90058,33,4730,2
China,9/7/2020,90078,20,4732,2
China,9/8/2020,90087,9,4733,1
China,9/9/2020,90100,13,4733,0
China,9/10/2020,90127,27,4733,0
China,9/11/2020,90145,18,4733,0
China,9/12/2020,90168,23,4734,1
China,9/13/2020,90197,29,4734,0
China,9/14/2020,90219,22,4735,1
China,9/15/2020,90235,16,4736,1
China,9/16/2020,90253,18,4736,0
China,9/17/2020,90294,41,4736,0
China,9/18/2020,90311,17,4737,1
China,9/19/2020,90334,23,4737,0
China,9/20/2020,90369,35,4737,0
China,9/21/2020,90381,12,4737,0
China,9/22/2020,90399,18,4737,0
China,9/23/2020,90409,10,4738,1
China,9/24/2020,90424,15,4738,0
China,9/25/2020,90441,17,4739,1
China,9/26/2020,90456,15,4739,0
China,9/27/2020,90483,27,4739,0
China,9/28/2020,90505,22,4739,0
China,9/29/2020,90528,23,4739,0
China,9/30/2020,90545,17,4739,0
China,10/1/2020,90567,22,4739,0
China,10/2/2020,90584,17,4739,0
China,10/3/2020,90604,20,4739,0
China,10/4/2020,90629,25,4739,0
China,10/5/2020,90652,23,4739,0
China,10/6/2020,90667,15,4739,0
China,10/7/2020,90687,20,4739,0
China,10/8/2020,90728,41,4739,0
China,10/9/2020,90751,23,4739,0
China,10/10/2020,90778,27,4739,0
China,10/11/2020,90812,34,4739,0
China,10/12/2020,90830,18,4739,0
China,10/13/2020,90858,28,4739,0
China,10/14/2020,90869,11,4739,0
China,10/15/2020,90905,36,4739,0
China,10/16/2020,90925,20,4739,0
China,10/17/2020,90955,30,4739,0
China,10/18/2020,90972,17,4739,0
China,10/19/2020,91006,34,4739,0
China,10/20/2020,91022,16,4739,0
China,10/21/2020,91044,22,4739,0
China,10/22/2020,91073,29,4739,0
China,10/23/2020,91108,35,4739,0
China,10/24/2020,91128,20,4739,0
China,10/25/2020,91151,23,4739,0
China,10/26/2020,91175,24,4739,0
China,10/27/2020,91222,47,4739,0
China,10/28/2020,91271,49,4739,0
China,10/29/2020,91299,28,4739,0
China,10/30/2020,91339,40,4739,0
China,10/31/2020,91366,27,4739,0
China,11/1/2020,91397,31,4739,0
China,11/2/2020,91452,55,4739,0
China,11/3/2020,91478,26,4739,0
China,11/4/2020,91509,31,4740,1
China,11/5/2020,91552,43,4741,1
China,11/6/2020,91591,39,4741,0
China,11/7/2020,91622,31,4741,0
China,11/8/2020,91665,43,4741,0
China,11/9/2020,91693,28,4741,0
China,11/10/2020,91719,26,4742,1
China,11/11/2020,91752,33,4742,0
China,11/12/2020,91783,31,4742,0
China,11/13/2020,91807,24,4742,0
China,11/14/2020,91828,21,4742,0
China,11/15/2020,91850,22,4742,0
China,11/16/2020,91872,22,4742,0
China,11/17/2020,91885,13,4742,0
China,11/18/2020,91906,21,4742,0
China,11/19/2020,91935,29,4742,0
China,11/20/2020,91977,42,4742,0
China,11/21/2020,92037,60,4742,0
China,11/22/2020,92116,79,4742,0
China,11/23/2020,92211,95,4742,0
China,11/24/2020,92296,85,4742,0
China,11/25/2020,92402,106,4742,0
China,11/26/2020,92488,86,4742,0
China,11/27/2020,92586,98,4742,0
China,11/28/2020,92681,95,4743,1
China,11/29/2020,92814,133,4743,0
China,11/30/2020,92902,88,4743,0
China,12/1/2020,92993,91,4743,0
China,12/2/2020,93113,120,4744,1
China,12/3/2020,93221,108,4745,1
China,12/4/2020,93348,127,4746,1
China,12/5/2020,93467,119,4746,0
China,12/6/2020,93577,110,4746,0
China,12/7/2020,93670,93,4746,0
China,12/8/2020,93782,112,4746,0
China,12/9/2020,93898,116,4748,2
China,12/10/2020,94025,127,4748,0
China,12/11/2020,94124,99,4748,0
China,12/12/2020,94217,93,4749,1
China,12/13/2020,94328,111,4751,2
China,12/14/2020,94427,99,4754,3
China,12/15/2020,94537,110,4757,3
China,12/16/2020,94626,89,4757,0
China,12/17/2020,94734,108,4759,2
China,12/18/2020,94821,87,4763,4
China,12/19/2020,94953,132,4763,0
China,12/20/2020,95050,97,4764,1
China,12/21/2020,95150,100,4765,1
China,12/22/2020,95228,78,4766,1
China,12/23/2020,95298,70,4767,1
China,12/24/2020,95383,85,4769,2
China,12/25/2020,95460,77,4770,1
China,12/26/2020,95541,81,4770,0
China,12/27/2020,95632,91,4771,1
China,12/28/2020,95720,88,4775,4
China,12/29/2020,95797,77,4777,2
China,12/30/2020,95876,79,4781,4
China,12/31/2020,95963,87,4782,1
China,1/1/2021,96023,60,4782,0
China,1/2/2021,96086,63,4784,2
China,1/3/2021,96160,74,4784,0
China,1/4/2021,96246,86,4787,3
China,1/5/2021,96310,64,4787,0
China,1/6/2021,96398,88,4788,1
China,1/7/2021,96484,86,4788,0
China,1/8/2021,96562,78,4789,1
China,1/9/2021,96690,128,4791,2
China,1/10/2021,96824,134,4792,1
China,1/11/2021,96920,96,4793,1
China,1/12/2021,97095,175,4794,1
China,1/13/2021,97275,180,4796,2
China,1/14/2021,97448,173,4796,0
China,1/15/2021,97616,168,4796,0
China,1/16/2021,97775,159,4797,1
China,1/17/2021,97939,164,4797,0
China,1/18/2021,98164,225,4798,1
China,1/19/2021,98323,159,4800,2
China,1/20/2021,98544,221,4801,1
China,1/21/2021,98786,242,4803,2
China,1/22/2021,98886,100,4803,0
China,1/23/2021,99047,161,4803,0
China,1/24/2021,99247,200,4804,1
China,1/25/2021,99402,155,4807,3
China,1/26/2021,99541,139,4809,2
China,1/27/2021,99655,114,4811,2
China,1/28/2021,99746,91,4813,2
China,1/29/2021,99848,102,4814,1
China,1/30/2021,99968,120,4815,1
China,1/31/2021,100063,95,4817,2
China,2/1/2021,100127,64,4818,1
China,2/2/2021,100177,50,4820,2
China,2/3/2021,100226,49,4821,1
China,2/4/2021,100268,42,4822,1
China,2/5/2021,100318,50,4822,0
China,2/6/2021,100348,30,4822,0
China,2/7/2021,100389,41,4822,0
China,2/8/2021,100435,46,4822,0
China,2/9/2021,100475,40,4824,2
China,2/10/2021,100494,19,4825,1
China,2/11/2021,100527,33,4827,2
China,2/12/2021,100559,32,4828,1
China,2/13/2021,100578,19,4829,1
China,2/14/2021,100599,21,4829,0
China,2/15/2021,100624,25,4829,0
China,2/16/2021,100639,15,4831,2
China,2/17/2021,100666,27,4833,2
China,2/18/2021,100684,18,4833,0
China,2/19/2021,100705,21,4833,0
China,2/20/2021,100727,22,4833,0
China,2/21/2021,100758,31,4833,0
China,2/22/2021,100784,26,4833,0
China,2/23/2021,100807,23,4833,0
China,2/24/2021,100832,25,4834,1
China,2/25/2021,100851,19,4834,0
China,2/26/2021,100885,34,4834,0
China,2/27/2021,100924,39,4834,0
China,2/28/2021,100965,41,4835,1
China,3/1/2021,100990,25,4836,1
China,3/2/2021,101013,23,4836,0
China,3/3/2021,101037,24,4836,0
China,3/4/2021,101055,18,4837,1
China,3/5/2021,101074,19,4837,0
China,3/6/2021,101097,23,4838,1
China,3/7/2021,101132,35,4838,0
China,3/8/2021,101149,17,4838,0
China,3/9/2021,101175,26,4838,0
China,3/10/2021,101194,19,4839,1
China,3/11/2021,101225,31,4839,0
China,3/12/2021,101292,67,4839,0
China,3/13/2021,101349,57,4839,0
China,3/14/2021,101378,29,4839,0
China,3/15/2021,101421,43,4839,0
China,3/16/2021,101443,22,4839,0
China,3/17/2021,101460,17,4839,0
China,3/18/2021,101481,21,4839,0
China,3/19/2021,101498,17,4839,0
China,3/20/2021,101518,20,4839,0
China,3/21/2021,101533,15,4839,0
China,3/22/2021,101560,27,4839,0
India,3/11/2020,62,6,1,1
India,3/12/2020,73,11,1,0
India,3/13/2020,82,9,2,1
India,3/14/2020,102,20,2,0
India,3/15/2020,113,11,2,0
India,3/16/2020,119,6,2,0
India,3/17/2020,142,23,3,1
India,3/18/2020,156,14,3,0
India,3/19/2020,194,38,4,1
India,3/20/2020,244,50,5,1
India,3/21/2020,330,86,4,-1
India,3/22/2020,396,66,7,3
India,3/23/2020,499,103,10,3
India,3/24/2020,536,37,10,0
India,3/25/2020,657,121,12,2
India,3/26/2020,727,70,20,8
India,3/27/2020,887,160,20,0
India,3/28/2020,987,100,24,4
India,3/29/2020,1024,37,27,3
India,3/30/2020,1251,227,32,5
India,3/31/2020,1397,146,35,3
India,4/1/2020,1998,601,58,23
India,4/2/2020,2543,545,72,14
India,4/3/2020,2567,24,72,0
India,4/4/2020,3082,515,86,14
India,4/5/2020,3588,506,99,13
India,4/6/2020,4778,1190,136,37
India,4/7/2020,5311,533,150,14
India,4/8/2020,5916,605,178,28
India,4/9/2020,6725,809,226,48
India,4/10/2020,7598,873,246,20
India,4/11/2020,8446,848,288,42
India,4/12/2020,9205,759,331,43
India,4/13/2020,10453,1248,358,27
India,4/14/2020,11487,1034,393,35
India,4/15/2020,12322,835,405,12
India,4/16/2020,13430,1108,448,43
India,4/17/2020,14352,922,486,38
India,4/18/2020,15722,1370,521,35
India,4/19/2020,17615,1893,559,38
India,4/20/2020,18539,924,592,33
India,4/21/2020,20080,1541,645,53
India,4/22/2020,21370,1290,681,36
India,4/23/2020,23077,1707,721,40
India,4/24/2020,24530,1453,780,59
India,4/25/2020,26283,1753,825,45
India,4/26/2020,27890,1607,881,56
India,4/27/2020,29451,1561,939,58
India,4/28/2020,31324,1873,1008,69
India,4/29/2020,33062,1738,1079,71
India,4/30/2020,34863,1801,1154,75
India,5/1/2020,37257,2394,1223,69
India,5/2/2020,39699,2442,1323,100
India,5/3/2020,42505,2806,1391,68
India,5/4/2020,46437,3932,1566,175
India,5/5/2020,49400,2963,1693,127
India,5/6/2020,52987,3587,1785,92
India,5/7/2020,56351,3364,1889,104
India,5/8/2020,59695,3344,1985,96
India,5/9/2020,62808,3113,2101,116
India,5/10/2020,67161,4353,2212,111
India,5/11/2020,70768,3607,2294,82
India,5/12/2020,74292,3524,2415,121
India,5/13/2020,78055,3763,2551,136
India,5/14/2020,81997,3942,2649,98
India,5/15/2020,85784,3787,2753,104
India,5/16/2020,90648,4864,2871,118
India,5/17/2020,95698,5050,3025,154
India,5/18/2020,100328,4630,3156,131
India,5/19/2020,106475,6147,3302,146
India,5/20/2020,112028,5553,3434,132
India,5/21/2020,118226,6198,3584,150
India,5/22/2020,124794,6568,3726,142
India,5/23/2020,131423,6629,3868,142
India,5/24/2020,138536,7113,4024,156
India,5/25/2020,144950,6414,4172,148
India,5/26/2020,150793,5843,4344,172
India,5/27/2020,158086,7293,4534,190
India,5/28/2020,165386,7300,4711,177
India,5/29/2020,173491,8105,4980,269
India,5/30/2020,181827,8336,5185,205
India,5/31/2020,190609,8782,5408,223
India,6/1/2020,198370,7761,5608,200
India,6/2/2020,207191,8821,5829,221
India,6/3/2020,216824,9633,6088,259
India,6/4/2020,226713,9889,6363,275
India,6/5/2020,236184,9471,6649,286
India,6/6/2020,246622,10438,6946,297
India,6/7/2020,257486,10864,7207,261
India,6/8/2020,265928,8442,7473,266
India,6/9/2020,276146,10218,7750,277
India,6/10/2020,286605,10459,8102,352
India,6/11/2020,297535,10930,8498,396
India,6/12/2020,308993,11458,8884,386
India,6/13/2020,320922,11929,9195,311
India,6/14/2020,332424,11502,9520,325
India,6/15/2020,343091,10667,9900,380
India,6/16/2020,354065,10974,11903,2003
India,6/17/2020,366946,12881,12237,334
India,6/18/2020,380532,13586,12573,336
India,6/19/2020,395048,14516,12948,375
India,6/20/2020,410451,15403,13254,306
India,6/21/2020,425282,14831,13699,445
India,6/22/2020,440215,14933,14011,312
India,6/23/2020,456183,15968,14476,465
India,6/24/2020,473105,16922,14894,418
India,6/25/2020,490401,17296,15301,407
India,6/26/2020,508953,18552,15685,384
India,6/27/2020,528859,19906,16095,410
India,6/28/2020,548318,19459,16475,380
India,6/29/2020,566840,18522,16893,418
India,6/30/2020,585481,18641,17400,507
India,7/1/2020,604641,19160,17834,434
India,7/2/2020,625544,20903,18213,379
India,7/3/2020,648315,22771,18655,442
India,7/4/2020,673165,24850,19268,613
India,7/5/2020,697413,24248,19693,425
India,7/6/2020,719664,22251,20159,466
India,7/7/2020,742417,22753,20642,483
India,7/8/2020,767296,24879,21129,487
India,7/9/2020,793802,26506,21604,475
India,7/10/2020,820916,27114,22123,519
India,7/11/2020,849522,28606,22673,550
India,7/12/2020,878254,28732,23174,501
India,7/13/2020,906752,28498,23727,553
India,7/14/2020,936181,29429,24309,582
India,7/15/2020,968857,32676,24914,605
India,7/16/2020,1003832,34975,25602,688
India,7/17/2020,1039084,35252,26273,671
India,7/18/2020,1077781,38697,26816,543
India,7/19/2020,1118206,40425,27497,681
India,7/20/2020,1155338,37132,28082,585
India,7/21/2020,1193078,37740,28732,650
India,7/22/2020,1238798,45720,29861,1129
India,7/23/2020,1288108,49310,30601,740
India,7/24/2020,1337024,48916,31358,757
India,7/25/2020,1385635,48611,32060,702
India,7/26/2020,1435616,49981,32771,711
India,7/27/2020,1480073,44457,33408,637
India,7/28/2020,1531669,51596,34193,785
India,7/29/2020,1581963,50294,34955,762
India,7/30/2020,1634746,52783,35718,763
India,7/31/2020,1695988,61242,36511,793
India,8/1/2020,1750723,54735,37364,853
India,8/2/2020,1803695,52972,38135,771
India,8/3/2020,1855745,52050,38938,803
India,8/4/2020,1908254,52509,39795,857
India,8/5/2020,1964536,56282,40699,904
India,8/6/2020,2027074,62538,41585,886
India,8/7/2020,2088611,61537,42518,933
India,8/8/2020,2153010,64399,43379,861
India,8/9/2020,2215074,62064,44386,1007
India,8/10/2020,2268675,53601,45257,871
India,8/11/2020,2329638,60963,46091,834
India,8/12/2020,2396637,66999,47033,942
India,8/13/2020,2461190,64553,48040,1007
India,8/14/2020,2525922,64732,49036,996
India,8/15/2020,2589952,64030,49980,944
India,8/16/2020,2647663,57711,50921,941
India,8/17/2020,2702681,55018,51797,876
India,8/18/2020,2767253,64572,52888,1091
India,8/19/2020,2836925,69672,53866,978
India,8/20/2020,2905825,68900,54849,983
India,8/21/2020,2975701,69876,55794,945
India,8/22/2020,3044940,69239,56706,912
India,8/23/2020,3106348,61408,57542,836
India,8/24/2020,3167323,60975,58390,848
India,8/25/2020,3224547,57224,59357,967
India,8/26/2020,3310234,85687,60472,1115
India,8/27/2020,3387500,77266,61529,1057
India,8/28/2020,3463972,76472,62550,1021
India,8/29/2020,3542733,78761,63498,948
India,8/30/2020,3621245,78512,64469,971
India,8/31/2020,3691166,69921,65288,819
India,9/1/2020,3769523,78357,66333,1045
India,9/2/2020,3853406,83883,67376,1043
India,9/3/2020,3936747,83341,68472,1096
India,9/4/2020,4023179,86432,69561,1089
India,9/5/2020,4113811,90632,70626,1065
India,9/6/2020,4204613,90802,71642,1016
India,9/7/2020,4280422,75809,72775,1133
India,9/8/2020,4370128,89706,73890,1115
India,9/9/2020,4465863,95735,75062,1172
India,9/10/2020,4562414,96551,76271,1209
India,9/11/2020,4659984,97570,77472,1201
India,9/12/2020,4754356,94372,78586,1114
India,9/13/2020,4846427,92071,79722,1136
India,9/14/2020,4930236,83809,80776,1054
India,9/15/2020,5020359,90123,82066,1290
India,9/16/2020,5118253,97894,83198,1132
India,9/17/2020,5214677,96424,84372,1174
India,9/18/2020,5308014,93337,85619,1247
India,9/19/2020,5400619,92605,86752,1133
India,9/20/2020,5487580,86961,87882,1130
India,9/21/2020,5562663,75083,88935,1053
India,9/22/2020,5646010,83347,90020,1085
India,9/23/2020,5732518,86508,91149,1129
India,9/24/2020,5818570,86052,92290,1141
India,9/25/2020,5903932,85362,93379,1089
India,9/26/2020,5992532,88600,94503,1124
India,9/27/2020,6074702,82170,95542,1039
India,9/28/2020,6145291,70589,96318,776
India,9/29/2020,6225763,80472,97497,1179
India,9/30/2020,6312584,86821,98678,1181
India,10/1/2020,6394068,81484,99773,1095
India,10/2/2020,6473544,79476,100842,1069
India,10/3/2020,6549373,75829,101782,940
India,10/4/2020,6623815,74442,102685,903
India,10/5/2020,6685082,61267,103569,884
India,10/6/2020,6757131,72049,104555,986
India,10/7/2020,6835655,78524,105526,971
India,10/8/2020,6906151,70496,106490,964
India,10/9/2020,6979423,73272,107416,926
India,10/10/2020,7053806,74383,108334,918
India,10/11/2020,7120538,66732,109150,816
India,10/12/2020,7175880,55342,109856,706
India,10/13/2020,7239389,63509,110586,730
India,10/14/2020,7307097,67708,111266,680
India,10/15/2020,7370468,63371,112161,895
India,10/16/2020,7432680,62212,112998,837
India,10/17/2020,7494551,61871,114031,1033
India,10/18/2020,7550273,55722,114610,579
India,10/19/2020,7597063,46790,115197,587
India,10/20/2020,7651107,54044,115914,717
India,10/21/2020,7706946,55839,116616,702
India,10/22/2020,7761312,54366,117306,690
India,10/23/2020,7814682,53370,117956,650
India,10/24/2020,7864811,50129,118534,578
India,10/25/2020,7909959,45148,119014,480
India,10/26/2020,7946429,36470,119502,488
India,10/27/2020,7990322,43893,120010,508
India,10/28/2020,8040203,49881,120527,517
India,10/29/2020,8088851,48648,121090,563
India,10/30/2020,8137119,48268,121641,551
India,10/31/2020,8184082,46963,122111,470
India,11/1/2020,8229313,45231,122607,496
India,11/2/2020,8267623,38310,123097,490
India,11/3/2020,8313876,46253,123611,514
India,11/4/2020,8364086,50210,124315,704
India,11/5/2020,8411724,47638,124985,670
India,11/6/2020,8462080,50356,125562,577
India,11/7/2020,8507754,45674,126121,559
India,11/8/2020,8553657,45903,126611,490
India,11/9/2020,8591730,38073,127059,448
India,11/10/2020,8636011,44281,127571,512
India,11/11/2020,8683916,47905,128121,550
India,11/12/2020,8728795,44879,128668,547
India,11/13/2020,8773479,44684,129188,520
India,11/14/2020,8814579,41100,129635,447
India,11/15/2020,8845127,30548,130070,435
India,11/16/2020,8874290,29163,130519,449
India,11/17/2020,8912907,38617,130993,474
India,11/18/2020,8958483,45576,131578,585
India,11/19/2020,9004365,45882,132162,584
India,11/20/2020,9050597,46232,132726,564
India,11/21/2020,9095806,45209,133227,501
India,11/22/2020,9139865,44059,133738,511
India,11/23/2020,9177840,37975,134218,480
India,11/24/2020,9222216,44376,134699,481
India,11/25/2020,9266705,44489,135223,524
India,11/26/2020,9309787,43082,135715,492
India,11/27/2020,9351109,41322,136200,485
India,11/28/2020,9392919,41810,136696,496
India,11/29/2020,9431691,38772,137139,443
India,11/30/2020,9462809,31118,137621,482
India,12/1/2020,9499413,36604,138122,501
India,12/2/2020,9534964,35551,138648,526
India,12/3/2020,9571559,36595,139188,540
India,12/4/2020,9608211,36652,139700,512
India,12/5/2020,9644222,36011,140182,482
India,12/6/2020,9677203,32981,140573,391
India,12/7/2020,9703770,26567,140958,385
India,12/8/2020,9735850,32080,141360,402
India,12/9/2020,9767371,31521,141772,412
India,12/10/2020,9796744,29373,142185,413
India,12/11/2020,9826775,30031,142628,443
India,12/12/2020,9857029,30254,143019,391
India,12/13/2020,9884100,27071,143355,336
India,12/14/2020,9906165,22065,143709,354
India,12/15/2020,9932547,26382,144096,387
India,12/16/2020,9956557,24010,144451,355
India,12/17/2020,9979447,22890,144789,338
India,12/18/2020,10004599,25152,145136,347
India,12/19/2020,10031223,26624,145477,341
India,12/20/2020,10055560,24337,145810,333
India,12/21/2020,10075116,19556,146111,301
India,12/22/2020,10099066,23950,146444,333
India,12/23/2020,10123778,24712,146756,312
India,12/24/2020,10146845,23067,147092,336
